"구분","등록번호","청구기호","서명","저작자","발행자","발행년","가격","자료실명"
"2034","EM0000382154","J813.7-박58ㅇ","엄마의 나무","박승현 글  ; 이리해 그림","북스(Vooxs)","2019","9000","어린이열람실"
"2035","EM0000382155","J811.8-권65ㅇ","엘리베이터에서 만났다  : 권옥·양현미·이창순·주미라 동시집","권옥, 양현미, 이창순, 주미라 지음 ; 윤혜민 그림","청개구리","2019","10500","어린이열람실"
"2036","EM0000382156","J813.7-한39ㅇ","연두 햇살의 노래  : 한미화 동화집","한미화 동화  ; 김유경 그림","아동문예","2019","12000","어린이열람실"
"2037","EM0000382157","MC 843-만73ㅇ","오늘은 칭찬 받고 싶은 날!","제니퍼 K. 만 글·그림  ; 양병헌 옮김","라임","2019","12000","어린이열람실"
"2038","EM0000382158","J843-바67ㅇ","오즈의 마법사","L. 프랭크 바움 지음 ; 고점순 엮음 ; 김소라 그림","아진","2019","10000","어린이열람실"
"2039","EM0000382159","J400-스838ㅇ","올빼미일까 부엉이일까","엠마 스트락 글  ; 기욤 플랑트방 그림  ; 이정아 옮김","매직아이언스","2019","15000","어린이열람실"
"2040","EM0000382160","J813.7-김64ㅇ","외할머니 보고 싶어요 제주도 갈래요  : 지금쯤 외할머니댁은","김여랑 글·그림","힘찬북","2019","15000","어린이열람실"
"2041","EM0000382161","J833.8-쓰819ㅇ","요괴 표지판","쓰치야 후지오 글·그림  ; 김숙 옮김","북뱅크","2019","11000","어린이열람실"
"2042","EM0000382162","MC 833.6-다821ㅇ","용기를 내! 할 수 있어","다카바타케 준코 글 ; 다카바타케 준 그림 ; 김숙 옮김","북뱅크","2019","13000","어린이열람실"
"2043","EM0000382163","MC 375.1-이819ㅁ","(우는 아기도 울음을 멈추는) 모이모이  : 아기들의 시선을 사로잡은 바로 그 그림  : 아기가 선택한 아기를 위한 과학 그림책!","이치하라 준 지음 ; 정진 옮김","레드스톤","2019","13000","어린이열람실"
"2044","EM0000382164","MC 843-냅32ㅇ","우리 엄마는 슈퍼우먼","티머시 냅맨 글 ; 조 버저 그림  ; 김현희 옮김","사파리","2019","11500","어린이열람실"
"2045","EM0000382165","J813.7-홍39ㅇ","우리는 바이킹을 탄다","홍민정 글  ; 심윤정 그림","잇츠북어린이","2019","12000","어린이열람실"
"2046","EM0000382166","J491-박72ㅇ","우린 모두 똥을 먹어요  : 진화의 비밀이 숨어 있는 웃기고 알찬 똥 이야기","박재용 글  ; 오승만 그림","해나무","2019","12000","어린이열람실"
"2047","EM0000382167","MC 813.7-윤79ㅇ","우주로 간 김땅콩  : 윤지회 그림책","윤지회 글·그림","사계절","2019","12500","어린이열람실"
"2048","EM0000382168","J843-버838ㅇ","위장 가족","제이크 버트 지음  ; 이은숙 옮김","씨드북","2019","12000","어린이열람실"
"2049","EM0000382169","J813.7-신68ㅇ","으스스 된장마을의 비밀","신은영 글  ; 이경국 그림","아주 좋은 날","2019","12000","어린이열람실"
"2050","EM0000382170","J813.7-김19ㅇ","음악이 세상을 바꿀 수 있을까  : 김기정 음악 동화","김기정 글  ; 신민재 그림","한권의책","2019","14000","어린이열람실"
"2051","EM0000382171","MC 833.6-하62ㅇ","이 세상 최고의 딸기","하야시 기린 글  ; 쇼노 나오코 그림  ; 고향옥 옮김","길벗스쿨","2019","13800","어린이열람실"
"2052","EM0000382172","J813.7-박96ㅇ","이구아나 할아버지  : 박효미 창작동화","박효미 지음  ; 강은옥 그림","사계절","2019","9000","어린이열람실"
"2053","EM0000382173","J843-캐233ㅇ","이상한 나라의 앨리스","루이스 캐럴 글  ; 존 테니엘 그림  ; 손영미 옮김","시공주니어","2019","10000","어린이열람실"
"2054","EM0000382174","J813.5-이813ㅇ-1","수궁가 : 토끼야, 용궁에 벼슬 가자","이청준 지음 ; 최미란 그림","문학과지성사","2018","10000","어린이열람실"
"2055","EM0000382175","J813.5-이813ㅇ-2","옹고집 타령 : 옹고집이 기가 막혀","이청준 지음 ; 소윤경 그림","문학과지성사","2018","11000","어린이열람실"
"2056","EM0000382176","J813.5-이813ㅇ-3","심청가 : 심청이는 빽이 든든하다","이청준 지음 ; 이명애 그림","문학과지성사","2018","11000","어린이열람실"
"2057","EM0000382177","J813.5-이813ㅇ-4","흥부가 : 놀부는 선생이 많다","이청준 지음 ; 이광익 그림","문학과지성사","2018","10000","어린이열람실"
"2058","EM0000382178","J813.5-이813ㅇ-5","춘향가 : 춘향이를 누가 말려","이청준 지음 ; 홍선주 그림","문학과지성사","2018","12000","어린이열람실"
"2059","EM0000382179","J802-이92ㅇ","일기로 시작하는 술술 글쓰기  : 설명하는 글부터 편지, 시까지 일기 하나로 배우는 8가지 글쓰기 비법","이향안 글  ; 박지영 그림","다락원","2019","12000","어린이열람실"
"2060","EM0000382180","MC 833.6-가59ㅇ","임금님이 돌아오기 100초 전  = 100 seconds before the king is returning!","가시와바라 가요코 지음  ; 김언수 옮김","길벗스쿨","2019","12800","어린이열람실"
"2061","EM0000382181","J833.6-나11ㅈ","작은 풀꽃의 이름은","나가오 레이코 글·그림  ; 강방화 옮김","웅진주니어","2019","12000","어린이열람실"
"2062","EM0000382182","MC 813.7-유53ㅈ","잘했어, 쌍둥이 장갑!  : 유설화 그림책","유설화 지음","책읽는곰","2019","12000","어린이열람실"
"2063","EM0000382183","MC 813.5-오79ㅈ","재주 많은 오 형제","오진원 글  ; 이은열 그림","하루놀","2019","11800","어린이열람실"
"2064","EM0000382184","MC 843-데69ㅈ","전설의 가위바위보","드류 데이월트 글  ; 애덤 렉스 그림  ; 송예슬 옮김","다림","2019","12000","어린이열람실"
"2065","EM0000382185","MC 843-위43ㅈ","정글의 아기 호랑이","조 위버 글·그림  ; 김경미 옮김","재능교육","2019","12000","어린이열람실"
"2066","EM0000382186","J980.24-곰225-11","제주에서 보물찾기. 1","팝콘스토리 글  ; 강경효 그림","MiraeN아이세움","2019","11000","어린이열람실"
"2067","EM0000382187","J811.8-박68ㅈ","진짜 나는 어떤 아이일까  : 박은경 동시집","박은경 시  ; 양세정 그림","열린어린이","2019","11000","어린이열람실"
"2068","EM0000382188","MC 813.7-이14ㅉ","짜장면 나왔습니다!","이경미 글·그림","노란상상","2019","13000","어린이열람실"
"2069","EM0000382189","J813.7-홍39ㅉ","쫑이가 보내 준 행복","홍민정 글  ; 황여진 그림","단비어린이","2019","11000","어린이열람실"
"2070","EM0000382190","J527-권94ㅉ","쫑이가 자꾸 왜 그러지 : 어린이를 위한 반려견 문제해결책","권혁필 글 ; 의외의사실 그림","대교북스주니어","2019","13500","어린이열람실"
"2071","EM0000382191","J813.5-사59","(처음 만나는) 사씨남정기","김용안 편저  ; 김서윤 그림","미래주니어","2019","10000","교육청백선(아동)"
"2072","EM0000382192","J911-강96ㅊ","청동기 시대를 간직한 바위 무덤  : 고인돌이 들려주는 청동기 시대 이야기","강효미 글  ; 이경국 그림","개암나무","2019","11000","어린이열람실"
"2073","EM0000382193","J373-김832ㅊ","초등 공부, 읽기 쓰기가 전부다  : 열두 살에 완성하는 읽기 쓰기의 힘!","김태광 글  ; 유정인 그림","미다스북스","2018","13000","어린이열람실"
"2074","EM0000382194","J843-킴838ㅊ","초록 양","다이애나 킴튼 글  ; 홍선주 그림  ; 이재원 옮김","샘터","2019","11000","어린이열람실"
"2075","EM0000382195","MC 873-우238ㅋ","커다란 양 힐다","에밀리오 우르베루아가 글·그림  ; 유 아가다 옮김","지양어린이 Kid Book","2019","12000","어린이열람실"
"2076","EM0000382196","MC 843-돌233ㅌ","토 사장과 초콜릿 공장","일리스 돌런 지음  ; 홍연미 옮김","우리교육","2019","13000","어린이열람실"
"2077","EM0000382197","J813.7-이17ㅌ","특종 전쟁  : 이귤희 장편동화","이귤희 지음  ; 송효정 그림","별숲","2019","12000","어린이열람실"
"2078","EM0000382198","MC 813.7-김64ㅌ","틀리면 어떡해","김영진 글·그림","길벗어린이","2019","13000","어린이열람실"
"2079","EM0000382199","MC 863-라67ㅌ","티토와 페피타","아말리아 라우 글·그림:   ; 남수경 옮김","붉은삼나무 주니어","2019","13000","어린이열람실"
"2080","EM0000382200","MC 813.7-황53ㅍ","파랗고 빨갛고 투명한 나","황성혜 글·그림","달그림","2019","18000","어린이열람실"
"2081","EM0000382201","813.7-황53ㅍ","푸른 개 장발","황선미 지음","이마주","2019","13800","종합실(청소년)"
"2082","EM0000382202","J843-위221ㅍ","플랜더스의 개","위다 글  ; 프랜시스 브런디지 그림  ; 햇살과나무꾼 옮김","시공주니어","2019","12000","어린이열람실"
"2083","EM0000382203","J813.7-장53ㅍ","피겨에 빠진 걸","장세정 글  ; 유연경 그림","현북스","2019","12000","어린이열람실"
"2084","EM0000382204","MC 813.7-한17ㅍ","피라미드의 저주","한규호 글 ; 반정원 그림","받침없는동화","2019","7500","어린이열람실"
"2085","EM0000382205","MC 843-버13ㅍ","피자를 먹지 마!","존 버거맨 글·그림  ; 고정아 옮김","토토북","2019","11000","어린이열람실"
"2086","EM0000382206","J840-모58ㅎ-2","학교에서 살아남기. 2","스베틀라나 치마코바 지음  ; 류이연 옮김","보물창고","2019","14500","어린이열람실"
"2087","EM0000382207","J811.8-천53ㅎ","해바라기가 된 우산","천선옥 시  ; 조푸름 그림","고래책빵","2019","11000","어린이열람실"
"2088","EM0000382208","J813.7-선61ㅎ","형이 형인 까닭은","선안나 글  ; 이현정 그림","봄볕","2019","11000","어린이열람실"
"2089","EM0000382209","J813.5-박79ㅇ","(홍계월전) 왜 남자로 살고 싶었을까","박진형 글  ; 순미 그림","지학사아르볼","2019","12000","어린이열람실"
"2090","EM0000382210","MC 811.8-이73ㅎ","황소바람","이정록 시  ; 이여희 그림  ; 안선재 번역","바우솔","2019","12000","어린이열람실"
"2091","EM0000382211","J472-제215ㅎ","회색큰다람쥐를 현상 수배합니다  : 침입 외래종의 위험성을 알리는 지구 환경 보고서","파픽 제노베시, 산드로 나탈리니 글  ; 산드로 나탈리니 그림  ; 음경훈 옮김","푸른숲주니어","2019","12000","어린이열람실"
"2092","EM0000382212","J991.2-덩52","(Who 인물 중국사) 덩샤오핑","권용찬 글  ; 이일호 그림","스튜디오 다산","2019","12800","어린이열람실"
"2093","EM0000382213","J991.2-루57","(Who 인물 중국사) 루쉰","김승민 글  ; 이종원 그림","다산어린이","2018","12800","어린이열람실"
"2094","EM0000382214","J991.2-마67","(Who 인물 중국사) 마우쩌둥","정현희 글  ; 스튜디오 청비 그림","다산어린이","2018","12800","어린이열람실"
"2095","EM0000382215","J991.2-시79","(Who 인물 중국사) 시진핑","권용찬 글  ; 툰쟁이 그림","다산어린이","2018","12800","어린이열람실"
"2096","EM0000382216","J991.2-쑨67","(Who 인물 중국사) 쑨원","김성훈 글  ; 이영호 그림","다산어린이","2018","12800","어린이열람실"
"2097","EM0000382217","J991.2-저67","(Who 인물 중국사) 저우언라이","오영석 글  ; 이일호 그림","다산어린이","2018","12800","어린이열람실"
"2098","EM0000382218","J911-노237ㅅ","3·1운동과 독립투사들의 특별한 이야기  : 3·1운동 100년, 대한민국 만세!","노루궁뎅이 창작교실 지음  ; 청마루 그림","노루궁뎅이","2019","13800","어린이열람실"
"2099","EM0000382219","J909-와69-18","Why 세계사. 18, 중국","김승렬 글 ; 그림수레 삽화","예림당","2019","12800","어린이열람실"
"2100","EM0000382220","J909-와69-22","Why 세계사. 22, 캐나다","윤상석 글  ; 윤현우 그림","예림당","2019","12800","어린이열람실"
"2101","EM0000382221","J911-와69-24","Why 한국사. 24, 예술가들","이근 글  ; 극동만화연구소 그림","예림당","2019","12800","어린이열람실"
"2102","EM0000382222","J911-와69-16","Why 한국사. 16, 천재와 기인","이근 글  ; 극동만화연구소 그림","예림당","2019","12800","어린이열람실"
"2103","EM0000382223","J990-홍222","(가슴에 우주를 품은) 조선의 선비 홍대용","강이경 글  ; 조성헌 그림","도토리숲","2019","12000","어린이열람실"
"2104","EM0000382224","J991.1-황68ㄱ","그림으로 보는 시대를 이끈 인물들  : 교과서에 나오는 한국사 인물","황은희, 왕홍식, 김현숙 글  ; 송영훈 그림","계림북스","2018","8800","어린이열람실"
"2105","EM0000382225","J991.1-어239ㄱ","근대 인물들이 납신다  : 20명의 인물이 들려주는 근대의 역사","어린이역사연구회 글  ; 김규택 그림","스콜라","2019","13000","어린이열람실"
"2106","EM0000382226","J999-배57ㄱ","글로벌 세계 국기 여행 학습 : 세계지도 퍼즐/스티커/그리기/색칠","배수현 지음","가나북스","2019","11800","어린이열람실"
"2107","EM0000382227","J998.9-황225ㄱ","김란사, 왕의 비밀문서를 전하라!  : 독립운동과 여성 교육에 앞장선, 유관순의 스승","황동진 글·그림","초록개구리","2019","12500","어린이열람실"
"2108","EM0000382228","J911.06-한64ㄴ","낙서 독립운동  : 소년 김용창의 뜨거운 외침","한영미 글  ; 허구 그림","산하","2019","12000","어린이열람실"
"2109","EM0000382229","J911.06-최53ㄷ","독립운동 스타실록  : 어둠을 밝힌 불꽃이 된 사람들  : 독립운동가로 보는 한국 근대사","최설희 글  ; 신나라 그림","상상의집","2019","12000","어린이열람실"
"2110","EM0000382230","J980.2-드232-7","(드래곤 빌리지 지리도감) 이집트","하이브로 [편]","Highbrow(하이브로)","2018","14000","어린이열람실"
"2111","EM0000382231","J980.2-드232-8","(드래곤 빌리지 지리도감) 그리스","하이브로 [편]","Highbrow(하이브로)","2019","14000","어린이열람실"
"2112","EM0000382232","J998.4-다67","찰스 다윈","댄 그린 글  ; 레이철 캣스탈러 그림 ; 서남희 옮김","웅진주니어","2019","12000","어린이열람실"
"2113","EM0000382233","MC 999-박57ㅁ","모두의 태극기","박수현 글  ; 진수경 그림","책읽는곰","2019","12000","어린이열람실"
"2114","EM0000382234","J990-석95","석호필  : 3·1운동을 세계에 알린 스코필드 박사 이야기","김일옥 글  ; 오승민 그림","도토리숲","2019","12000","어린이열람실"
"2115","EM0000382235","J909-신49-8","(신비아파트) 고스트 탐험대. 8, 베트남, 태국, 인도네시아, 인도 동남아시아 4개국","임우영 글  ; 카툰TM 오윤미 그림","서울문화사","2018","9800","어린이열람실"
"2116","EM0000382236","J909-신49-9","(신비아파트) 고스트 탐험대. 9, 이집트, 에티오피아, 케냐, 남아프리카공화국 아프리카 4개국","임우영 글  ; 카툰TM, 오윤미 그림","서울문화사","2019","9800","어린이열람실"
"2117","EM0000382237","J990-장97","야구 선수 장훈, 결코 포기하지 않는다!","김성호 글  ; 유준재 그림","사계절","2018","13500","어린이열람실"
"2118","EM0000382238","J001-김72ㅇ-1","어메이징 디스커버리  : 교양만화로 배우는 글로벌 인생 학교. 1-2","김재훈 글·그림","위즈덤하우스(위즈덤하우스 미디어그룹)","2019","13800","어린이열람실"
